Young_Lung_non-dox_5289
ENSMUSG00000000001	4664
ENSMUSG00000000003	0
ENSMUSG00000000028	73
ENSMUSG00000000031	28
ENSMUSG00000000037	26
ENSMUSG00000000049	8
ENSMUSG00000000056	712
ENSMUSG00000000058	11012
ENSMUSG00000000078	9821
ENSMUSG00000000085	1606
ENSMUSG00000000088	266
ENSMUSG00000000093	6129
ENSMUSG00000000094	3167
ENSMUSG00000000103	0
ENSMUSG00000000120	25
ENSMUSG00000000125	1
ENSMUSG00000000126	353
ENSMUSG00000000127	764
ENSMUSG00000000131	2037
ENSMUSG00000000134	1468
ENSMUSG00000000142	1032
ENSMUSG00000000148	688
ENSMUSG00000000149	4364
ENSMUSG00000000154	300
ENSMUSG00000000157	20
ENSMUSG00000000159	673
ENSMUSG00000000167	253
ENSMUSG00000000168	1149
ENSMUSG00000000171	2415
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	5197
ENSMUSG00000000194	2477
ENSMUSG00000000197	21
ENSMUSG00000000202	2
ENSMUSG00000000204	98
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	5074
ENSMUSG00000000223	26
ENSMUSG00000000244	164
ENSMUSG00000000247	2
ENSMUSG00000000248	3
ENSMUSG00000000253	478
ENSMUSG00000000263	0
ENSMUSG00000000266	3251
ENSMUSG00000000275	3374
ENSMUSG00000000276	1106
ENSMUSG00000000278	1769
ENSMUSG00000000282	1317
ENSMUSG00000000290	2443
ENSMUSG00000000295	131
ENSMUSG00000000296	48
ENSMUSG00000000301	71
ENSMUSG00000000303	13371
ENSMUSG00000000305	168
ENSMUSG00000000308	568
ENSMUSG00000000317	1311
ENSMUSG00000000318	133
ENSMUSG00000000320	296
ENSMUSG00000000325	1205
ENSMUSG00000000326	2237
ENSMUSG00000000339	331
ENSMUSG00000000340	950
ENSMUSG00000000346	7849
ENSMUSG00000000355	458
ENSMUSG00000000359	280
ENSMUSG00000000365	0
ENSMUSG00000000374	2785
ENSMUSG00000000378	1266
ENSMUSG00000000381	0
ENSMUSG00000000384	514
ENSMUSG00000000385	3336
ENSMUSG00000000386	62
ENSMUSG00000000392	37
ENSMUSG00000000394	1
ENSMUSG00000000399	1688
ENSMUSG00000000402	2311
ENSMUSG00000000409	436
ENSMUSG00000000411	1
ENSMUSG00000000416	221
ENSMUSG00000000420	3051
ENSMUSG00000000435	2
ENSMUSG00000000439	1464
ENSMUSG00000000440	451
ENSMUSG00000000441	1564
ENSMUSG00000000486	359
ENSMUSG00000000489	3749
ENSMUSG00000000530	26324
ENSMUSG00000000531	991
ENSMUSG00000000532	2753
ENSMUSG00000000538	3812
ENSMUSG00000000544	0
ENSMUSG00000000552	297
ENSMUSG00000000555	2169
ENSMUSG00000000560	0
ENSMUSG00000000561	582
ENSMUSG00000000562	40
ENSMUSG00000000563	2138
ENSMUSG00000000567	16
ENSMUSG00000000568	2119
ENSMUSG00000000579	0
ENSMUSG00000000581	577
ENSMUSG00000000594	3441
ENSMUSG00000000600	1171
ENSMUSG00000000605	2992
ENSMUSG00000000606	0
ENSMUSG00000000617	2
ENSMUSG00000000627	793
ENSMUSG00000000628	1317
ENSMUSG00000000631	6189
ENSMUSG00000000632	1
ENSMUSG00000000673	74
ENSMUSG00000000682	680
ENSMUSG00000000686	86
ENSMUSG00000000690	92
ENSMUSG00000000693	372
ENSMUSG00000000701	0
ENSMUSG00000000706	1
ENSMUSG00000000708	1591
ENSMUSG00000000711	2085
ENSMUSG00000000724	1
ENSMUSG00000000730	10
ENSMUSG00000000731	4
ENSMUSG00000000732	990
ENSMUSG00000000738	1421
ENSMUSG00000000739	316
ENSMUSG00000000740	14
ENSMUSG00000000743	1922
ENSMUSG00000000751	1970
ENSMUSG00000000753	948
ENSMUSG00000000759	1946
ENSMUSG00000000766	0
ENSMUSG00000000776	434
ENSMUSG00000000782	1197
ENSMUSG00000000787	13695
ENSMUSG00000000791	43
ENSMUSG00000000792	21
ENSMUSG00000000794	85
ENSMUSG00000000804	2307
ENSMUSG00000000805	5689
ENSMUSG00000000811	645
ENSMUSG00000000817	25
ENSMUSG00000000823	1711
ENSMUSG00000000826	4902
ENSMUSG00000000827	2623
ENSMUSG00000000838	1493
ENSMUSG00000000861	54
ENSMUSG00000000869	2
ENSMUSG00000000876	941
ENSMUSG00000000881	1438
ENSMUSG00000000884	111
ENSMUSG00000000889	0
ENSMUSG00000000901	882
ENSMUSG00000000902	1572
ENSMUSG00000000903	805
ENSMUSG00000000915	2649
ENSMUSG00000000916	308
ENSMUSG00000000934	109
ENSMUSG00000000938	0
ENSMUSG00000000942	115
ENSMUSG00000000948	2
ENSMUSG00000000957	1288
ENSMUSG00000000958	549
ENSMUSG00000000959	1244
ENSMUSG00000000976	858
ENSMUSG00000000982	40
ENSMUSG00000000983	2
ENSMUSG00000001014	0
ENSMUSG00000001016	1502
ENSMUSG00000001017	2576
ENSMUSG00000001018	1809
ENSMUSG00000001020	202
ENSMUSG00000001021	11
ENSMUSG00000001023	0
ENSMUSG00000001025	7579
ENSMUSG00000001027	33
ENSMUSG00000001029	5491
ENSMUSG00000001034	900
ENSMUSG00000001036	5530
ENSMUSG00000001039	367
ENSMUSG00000001052	2871
ENSMUSG00000001053	1455
ENSMUSG00000001054	961
ENSMUSG00000001056	528
ENSMUSG00000001062	711
ENSMUSG00000001065	1154
ENSMUSG00000001076	0
ENSMUSG00000001082	904
ENSMUSG00000001089	4885
ENSMUSG00000001095	11
ENSMUSG00000001098	8856
ENSMUSG00000001100	1721
ENSMUSG00000001103	1
ENSMUSG00000001105	1469
ENSMUSG00000001119	10627
ENSMUSG00000001120	675
ENSMUSG00000001123	3303
ENSMUSG00000001127	2883
ENSMUSG00000001128	629
ENSMUSG00000001131	180
ENSMUSG00000001134	72
ENSMUSG00000001138	1207
ENSMUSG00000001143	857
ENSMUSG00000001150	1695
ENSMUSG00000001151	4044
ENSMUSG00000001155	3
ENSMUSG00000001156	1711
ENSMUSG00000001157	652
ENSMUSG00000001158	823
ENSMUSG00000001166	119
ENSMUSG00000001168	0
ENSMUSG00000001173	1503
ENSMUSG00000001175	19988
ENSMUSG00000001211	4506
ENSMUSG00000001225	10
ENSMUSG00000001227	630
ENSMUSG00000001228	50
ENSMUSG00000001229	2153
ENSMUSG00000001240	11098
ENSMUSG00000001247	732
ENSMUSG00000001248	1855
ENSMUSG00000001249	409
ENSMUSG00000001260	0
ENSMUSG00000001270	274
ENSMUSG00000001280	4920
ENSMUSG00000001281	950
ENSMUSG00000001285	718
ENSMUSG00000001288	2993
ENSMUSG00000001289	1564
ENSMUSG00000001300	9685
ENSMUSG00000001305	226
ENSMUSG00000001313	195
ENSMUSG00000001323	735
ENSMUSG00000001333	60
ENSMUSG00000001334	289
ENSMUSG00000001348	614
ENSMUSG00000001349	2771
ENSMUSG00000001366	1582
ENSMUSG00000001376	895
ENSMUSG00000001380	1223
ENSMUSG00000001383	1810
ENSMUSG00000001403	36
ENSMUSG00000001415	2539
ENSMUSG00000001416	2640
ENSMUSG00000001418	2286
ENSMUSG00000001419	4581
ENSMUSG00000001420	101
ENSMUSG00000001424	3326
ENSMUSG00000001435	1826
ENSMUSG00000001436	222
ENSMUSG00000001440	5860
ENSMUSG00000001441	2308
ENSMUSG00000001444	39
ENSMUSG00000001445	941
ENSMUSG00000001467	1157
ENSMUSG00000001472	10045
ENSMUSG00000001473	851
ENSMUSG00000001482	924
ENSMUSG00000001493	551
ENSMUSG00000001494	25
ENSMUSG00000001496	4385
ENSMUSG00000001497	40
ENSMUSG00000001504	1605
ENSMUSG00000001506	5340
ENSMUSG00000001507	8983
ENSMUSG00000001508	33
ENSMUSG00000001510	0
ENSMUSG00000001517	168
ENSMUSG00000001518	538
ENSMUSG00000001520	16
ENSMUSG00000001521	1200
ENSMUSG00000001524	275
ENSMUSG00000001525	8007
ENSMUSG00000001542	1129
ENSMUSG00000001552	14724
ENSMUSG00000001555	866
ENSMUSG00000001558	4
ENSMUSG00000001566	0
ENSMUSG00000001569	1151
ENSMUSG00000001576	2513
ENSMUSG00000001583	340
ENSMUSG00000001588	350
ENSMUSG00000001604	585
ENSMUSG00000001622	0
ENSMUSG00000001627	2189
ENSMUSG00000001630	597
ENSMUSG00000001632	1814
ENSMUSG00000001642	309
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	1
ENSMUSG00000001663	2542
ENSMUSG00000001665	992
ENSMUSG00000001666	596
ENSMUSG00000001670	205
ENSMUSG00000001672	353
ENSMUSG00000001674	220
ENSMUSG00000001687	6484
ENSMUSG00000001700	626
ENSMUSG00000001707	230
ENSMUSG00000001729	6239
ENSMUSG00000001739	497
ENSMUSG00000001741	810
ENSMUSG00000001750	2126
ENSMUSG00000001751	791
ENSMUSG00000001755	867
ENSMUSG00000001761	967
ENSMUSG00000001763	111
ENSMUSG00000001767	894
ENSMUSG00000001768	8331
ENSMUSG00000001773	28
ENSMUSG00000001774	1870
ENSMUSG00000001783	3979
ENSMUSG00000001785	802
ENSMUSG00000001786	776
ENSMUSG00000001794	8558
ENSMUSG00000001802	407
ENSMUSG00000001804	0
ENSMUSG00000001815	1
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	15
ENSMUSG00000001829	782
ENSMUSG00000001833	6303
ENSMUSG00000001844	857
ENSMUSG00000001847	4712
ENSMUSG00000001855	1683
ENSMUSG00000001864	194
ENSMUSG00000001865	45
ENSMUSG00000001870	3405
ENSMUSG00000001891	2586
ENSMUSG00000001901	14
ENSMUSG00000001909	863
ENSMUSG00000001910	894
ENSMUSG00000001911	4085
